scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence,prediction_error,z_redistributed,vx,vy,vz,vyaw,pose_uncertainty,velocity_uncertainty,innovation_x,innovation_y,innovation_z,innovation_yaw,innovation_magnitude
82,cloud000410.pcd,4.446714853104638,0.07256240574089742,0.0,0.4058922090521464,23.255910515929695,0.5214888678224927,3.66336893083852,True,0.0,0.0,0.0,0.0,8.948752839079227e-05,40.0,2.342208762295126,0.6920193174205512,0.0,2.7304650339415977,3.66336893083852
83,cloud000415.pcd,4.471263747715347,0.07876397690120605,0.0,0.43432554123941064,24.885020447753416,0.5333320372030862,3.619029587461409,True,0.0,0.0,0.0,0.0,8.854609674833336e-05,40.0,2.333488494032668,0.5894886583281135,0.0,2.70272265037328,3.619029587461409
84,cloud000420.pcd,4.495912230023219,0.08539696988261518,0.0,0.4644744535353041,26.612425879218183,0.5395007807155836,3.7076995137043607,True,0.0,0.0,0.0,0.0,8.760269441972221e-05,40.0,2.313463551087784,0.62256115023401,0.0,2.8297243144750266,3.7076995137043607
85,cloud000425.pcd,4.51973660182252,0.09183853250423246,0.0,0.4958320547153474,28.409084082489116,0.5294173465746186,3.7673466243154525,True,0.0,0.0,0.0,0.0,8.667478177686046e-05,40.0,2.249219450276998,0.6081372495682841,0.0,2.960419149026738,3.7673466243154525
86,cloud000430.pcd,4.5380353447828785,0.09701098242237849,0.0,0.521343268636668,29.870768970436178,0.5141497773556649,3.853660542454674,True,0.0,0.0,0.0,0.0,8.59591333574668e-05,40.0,2.2162272862086345,0.6264542143674036,0.0,3.089755865701639,3.853660542454674
87,cloud000435.pcd,4.561334370888887,0.10385212274562458,0.0,0.4891323907309462,28.025221612027128,0.5282805692267467,3.835350992585429,True,0.0,0.0,0.0,0.0,8.505505603269378e-05,40.0,2.2152575218473665,0.650451546349228,0.0,-3.0625910817601163,3.835350992585429
88,cloud000440.pcd,4.583603336893684,0.11037309428750883,0.0,0.45939397291671563,26.32133578187505,0.533927555631078,3.684659996839556,True,0.0,0.0,0.0,0.0,8.418434275960678e-05,40.0,2.1753293669012725,0.6369968364374323,0.0,-2.904977877398603,3.684659996839556
89,cloud000445.pcd,4.610064621125133,0.11772667829239371,0.0,0.4241738116862259,24.303369189597703,0.5342418894899637,3.6166161966317647,True,0.0,0.0,0.0,0.0,8.314473035070412e-05,40.0,2.1427464741456506,0.5954686877998878,0.0,-2.852011098001807,3.6166161966317647
90,cloud000450.pcd,4.628924294192213,0.12232261759357178,0.0,0.3976671377176518,22.78464864226912,0.5217404365343072,3.491655537707982,True,0.0,0.0,0.0,0.0,8.236238717605334e-05,40.0,2.0043409131770993,0.48844055477872106,0.0,-2.817037756619294,3.491655537707982
91,cloud000455.pcd,4.650397182384865,0.12631796043020327,0.0,0.3657649499150715,20.956787923947537,0.5255019074395068,3.4057883145882486,True,0.0,0.0,0.0,0.0,8.14274069540358e-05,40.0,1.8915462499222215,0.35194966284833834,0.0,-2.8102630238132487,3.4057883145882486
92,cloud000460.pcd,4.668972239219619,0.12902067205235923,0.0,0.3364326672499066,19.27617192374884,0.5267833356186061,3.3036811598243787,True,0.0,0.0,0.0,0.0,8.056907993614128e-05,40.0,1.7621706900708833,0.25639971100202336,0.0,-2.782682671996888,3.3036811598243787
93,cloud000465.pcd,4.68613022535229,0.13047675376653192,0.0,0.3071393999970914,17.597791342013746,0.5344877838057196,3.2062284946842348,True,0.0,0.0,0.0,0.0,7.971520945453865e-05,40.0,1.6189845969310221,0.1373922235914295,0.0,-2.7640393289390497,3.2062284946842348
94,cloud000470.pcd,4.700961756058317,0.13073989928930962,0.0,0.2799754131876364,16.04140954308294,0.5385731025996793,3.152295103086469,True,0.0,0.0,0.0,0.0,7.893253665039994e-05,40.0,1.5105911072233473,0.02680136625764018,0.0,-2.7666515159100538,3.152295103086469
95,cloud000475.pcd,4.7163200618546055,0.1304586108652537,0.0,0.24986150850024438,14.316009899836146,0.5317059317308992,3.1198826594401803,True,0.0,0.0,0.0,0.0,7.807726581341035e-05,40.0,1.4174107005337895,-0.025959974197773225,0.0,-2.779197868887261,3.1198826594401803
96,cloud000480.pcd,4.727824832495469,0.13015408253223001,0.0,0.22568608406858662,12.9308601119647,0.5346493555286049,3.242701497734045,True,0.0,0.0,0.0,0.0,7.743258014656917e-05,40.0,1.3933317931851388,-0.03688113579774198,0.0,-2.9278625820431485,3.242701497734045
97,cloud000485.pcd,4.740154197019929,0.12964490421408265,0.0,0.19860821684284483,11.37941260171408,0.5382701219588373,3.36279761520162,True,0.0,0.0,0.0,0.0,7.674738668703049e-05,40.0,1.393321104016442,-0.05754140004335516,0.0,-3.060025014471149,3.36279761520162
98,cloud000490.pcd,4.752165896457712,0.1290176841644571,0.0,0.22524689827614508,12.905696619635691,0.5294556717007571,3.3799408681476653,True,0.0,0.0,0.0,0.0,7.608370766526568e-05,40.0,1.3890246822125007,-0.0725312962267413,0.0,3.0804788451549094,3.3799408681476653
99,cloud000495.pcd,4.764447234118491,0.1282253144144855,0.0,0.2514718946711062,14.408278230812762,0.5280888546423429,3.1863016612973896,True,0.0,0.0,0.0,0.0,7.539197229191249e-05,40.0,1.3508196068866578,-0.08715244411720341,0.0,2.884477269440943,3.1863016612973896
100,cloud000500.pcd,4.773838107691762,0.12801419758571186,0.0,0.2710516518405104,15.530115680510638,0.5170421162033626,3.046445666041049,True,0.0,0.0,0.0,0.0,7.48545464423363e-05,40.0,1.3173844938404358,-0.029616204972324436,0.0,2.7467166166046515,3.046445666041049
101,cloud000505.pcd,4.785998268376342,0.1276442220939743,0.0,0.2991737045754629,17.14139061346775,0.5304757612628029,2.9484947446445386,True,0.0,0.0,0.0,0.0,7.407665790121118e-05,40.0,1.1701461910489224,-0.03560194833503612,0.0,2.706124840439722,2.9484947446445386
102,cloud000510.pcd,4.794587670089528,0.12755399000542308,0.0,0.3211230957749861,18.39899809208202,0.5094282807276241,2.8796319356319326,True,0.0,0.0,0.0,0.0,7.347032579836836e-05,40.0,1.0493822936622887,-0.01102381274128364,0.0,2.68159567459601,2.8796319356319326
103,cloud000515.pcd,4.803752723376743,0.12779740318218819,0.0,0.34536119979374996,19.78773915575627,0.5283709670440366,2.978722991926985,True,0.0,0.0,0.0,0.0,7.283115223153109e-05,40.0,1.0534845094533631,0.027979325715058512,0.0,2.786068593611576,2.978722991926985
104,cloud000520.pcd,4.813523760876822,0.12799844817559006,0.0,0.37283994147775634,21.362155080580045,0.5203276887709984,3.0765860664425415,True,0.0,0.0,0.0,0.0,7.214073839959067e-05,40.0,1.0307382142064805,0.021208060809565027,0.0,2.898708466914105,3.0765860664425415
105,cloud000525.pcd,4.822356597578272,0.12815540609130055,0.0,0.39941386739430523,22.884728880691615,0.523983009222015,3.2173849170565645,True,0.0,0.0,0.0,0.0,7.151283080229102e-05,40.0,1.0148107222328049,0.01803300357360277,0.0,3.053096741560366,3.2173849170565645
106,cloud000530.pcd,4.829866520310066,0.12853539105955072,0.0,0.37678685196826733,21.588296393802235,0.5313890297038982,3.2190347126098033,True,0.0,0.0,0.0,0.0,7.098312692386417e-05,40.0,1.0138793691202377,0.05129998451962964,0.0,-3.054766998880195,3.2190347126098033
107,cloud000535.pcd,4.83777325767523,0.1288213057361418,0.0,0.3542532399351833,20.297215527121313,0.5396899842156442,2.9937498176829003,True,0.0,0.0,0.0,0.0,7.041686823138959e-05,40.0,0.9911458311232506,0.035840717437860686,0.0,-2.8246917274805297,2.9937498176829003
108,cloud000540.pcd,4.845258695968236,0.12925749918523688,0.0,0.3344250286676401,19.161142706197342,0.5356036586339399,2.8006332241712477,True,0.0,0.0,0.0,0.0,6.988386806309852e-05,40.0,0.9889323750711849,0.05762733012001389,0.0,-2.619587430243767,2.8006332241712477
109,cloud000545.pcd,4.852219246020742,0.1297883251072268,0.0,0.317255318045973,18.177390752114878,0.5338055623170906,2.5729103018828248,True,0.0,0.0,0.0,0.0,6.938044324506655e-05,40.0,0.9662419182905566,0.07368760417967926,0.0,-2.3834458487373302,2.5729103018828248
110,cloud000550.pcd,4.858325770151764,0.13023524699864955,0.0,0.302826483753021,17.350679443835098,0.5328745717866299,2.3559130770081724,True,0.0,0.0,0.0,0.0,6.891884593353758e-05,40.0,0.9178418951738889,0.06717465239091663,0.0,-2.1687277948045667,2.3559130770081724
111,cloud000555.pcd,4.865652697569533,0.13063927487891766,0.0,0.2873262516102884,16.462581560583498,0.5279082809823695,2.167894660699957,True,0.0,0.0,0.0,0.0,6.837365263557857e-05,40.0,0.9262098124550375,0.05107387665698171,0.0,-1.9594116724993278,2.167894660699957
112,cloud000560.pcd,4.873524653389327,0.13111266611528397,0.0,0.27201478371579235,15.585299072078815,0.5341657332396781,1.9776099995461627,True,0.0,0.0,0.0,0.0,6.777818557211433e-05,40.0,0.9038860521666114,0.05435647068717603,0.0,-1.7581173706832163,1.9776099995461627
113,cloud000565.pcd,4.881784468105905,0.13135068243954778,0.0,0.2569755754010947,14.723615908428584,0.5291714529721041,1.8606170120433463,True,0.0,0.0,0.0,0.0,6.715309154186088e-05,40.0,0.8956016662669208,0.025807820625997457,0.0,-1.6306830707649973,1.8606170120433463
114,cloud000570.pcd,4.8883682260832755,0.13134952001116929,0.0,0.24617272929861284,14.104658420027022,0.5350364097451024,1.6674958979726247,True,0.0,0.0,0.0,0.0,6.66436134811523e-05,40.0,0.8677894821530812,-0.00015321692019718003,0.0,-1.4238974545045695,1.6674958979726247
115,cloud000575.pcd,4.897664978253072,0.13036931706147126,0.0,0.2320861083051126,13.297554489499074,0.525430658508679,1.666291747745003,True,0.0,0.0,0.0,0.0,6.596744285493873e-05,40.0,0.9162911470390513,-0.09660914572164331,0.0,-1.3883822944073765,1.666291747745003
116,cloud000580.pcd,4.904659089093416,0.1292497140851882,0.0,0.22229565625304257,12.736602907390267,0.528666574131466,1.6296340236530804,True,0.0,0.0,0.0,0.0,6.547828192803574e-05,40.0,0.9432143536846329,-0.1509878270110943,0.0,-1.320324357930837,1.6296340236530804
117,cloud000585.pcd,4.911500085447206,0.12857038089040512,0.0,0.2134706194917894,12.230965546922658,0.5258236161690328,1.4409055194576899,True,0.0,0.0,0.0,0.0,6.496993135890483e-05,40.0,0.8811570507549122,-0.08750176194193357,0.0,-1.1367121049613211,1.4409055194576899
118,cloud000590.pcd,4.918728132579699,0.12764611550520663,0.0,0.20525711730785304,11.760366536761621,0.5307722718817393,1.328977649691552,True,0.0,0.0,0.0,0.0,6.443315010399603e-05,40.0,0.8748549285173102,-0.11186951505391078,0.0,-0.9941306046140299,1.328977649691552
119,cloud000595.pcd,4.926989379629616,0.12615361101505623,0.0,0.1970783111081363,11.29175546006242,0.5243663131226776,1.343933916049497,True,0.0,0.0,0.0,0.0,6.387122911396684e-05,40.0,0.9472829473107005,-0.17113930182228498,0.0,-0.9378297968257727,1.343933916049497
120,cloud000600.pcd,4.937363905777716,0.12322861871431123,0.0,0.18761094788791047,10.749315504426097,0.5256396280594687,1.4345002173080639,True,0.0,0.0,0.0,0.0,6.323245746082998e-05,40.0,1.0373562035274002,-0.2924720478923372,0.0,-0.9466483410759057,1.4345002173080639
121,cloud000605.pcd,4.9476552455684955,0.11946103133856507,0.0,0.17919397977494259,10.267058755256844,0.5266064435551366,1.5249208540426884,True,0.0,0.0,0.0,0.0,6.265945753073313e-05,40.0,1.1356837441109517,-0.415765859852994,0.0,-0.9288405644873146,1.5249208540426884
122,cloud000610.pcd,4.957473240414138,0.1147824744789025,0.0,0.17154454303756803,9.82877831455296,0.5291210984721528,1.6321927953859252,True,0.0,0.0,0.0,0.0,6.214900995491697e-05,40.0,1.2051976748209015,-0.5743113474219427,0.0,-0.9389985953868123,1.6321927953859252
123,cloud000615.pcd,4.968817039860832,0.10895832338160942,0.0,0.1636370404227287,9.375711788234003,0.5316910611850079,1.7761918882495262,True,0.0,0.0,0.0,0.0,6.162400657655037e-05,40.0,1.3428597496162817,-0.6894531343744803,0.0,-0.9360767555308269,1.7761918882495262
124,cloud000620.pcd,4.977552403049363,0.10380228327390961,0.0,0.15820737869801693,9.064615087224295,0.5023236667093167,1.8345624189903023,True,0.0,0.0,0.0,0.0,6.123753603130946e-05,40.0,1.39288255100716,-0.8221476478203901,0.0,-0.8657775196057793,1.8345624189903023
125,cloud000625.pcd,4.9912032547872895,0.09533554069356716,0.0,0.1503944365538948,8.616966476786205,0.5349199667649184,1.9949103130384713,True,0.0,0.0,0.0,0.0,6.068920890222484e-05,40.0,1.524536141623389,-0.9455714056062543,0.0,-0.8725545409033949,1.9949103130384713
126,cloud000630.pcd,5.003195303433836,0.08786194267599315,0.0,0.14387852494446804,8.243632241885756,0.5185708165354538,2.0904014857636155,True,0.0,0.0,0.0,0.0,6.0237459067112516e-05,40.0,1.6110419736649844,-1.0040219528361312,0.0,-0.8753639523052595,2.0904014857636155
127,cloud000635.pcd,5.016956207608475,0.07888517364901142,0.0,0.13686722471447857,7.841914329808255,0.5313165219405892,2.200476327311555,True,0.0,0.0,0.0,0.0,5.9748451565812843e-05,40.0,1.6951108117821718,-1.1057862215589165,0.0,-0.8636736855133367,2.200476327311555
128,cloud000640.pcd,5.030296333679085,0.06996433610609891,0.0,0.13026879804829455,7.463852330409334,0.5255667874205484,2.313349830034698,True,0.0,0.0,0.0,0.0,5.930029892029839e-05,40.0,1.7785276622009594,-1.189340809531379,0.0,-0.8797131519369259,2.313349830034698
129,cloud000645.pcd,5.045364249021768,0.05979325972650597,0.0,0.12353875317864663,7.078249163444835,0.5368605839979866,2.532447810038115,True,0.0,0.0,0.0,0.0,5.8846371004780864e-05,40.0,1.968444446716556,-1.328730508581082,0.0,-0.8792005495468345,2.532447810038115
130,cloud000650.pcd,5.061205582011171,0.04861531167037407,0.0,0.11682895145674481,6.6938058434102485,0.5300947468820274,2.68759801784553,True,0.0,0.0,0.0,0.0,5.839715731379624e-05,40.0,2.075192670252929,-1.4642957060538742,0.0,-0.8789747277868261,2.68759801784553
131,cloud000655.pcd,5.077645160351612,0.03675095518399824,0.0,0.11046566055562845,6.3292161309622825,0.529946367891151,2.8628015285426094,True,0.0,0.0,0.0,0.0,5.7963710160503226e-05,40.0,2.214859725904052,-1.5984525157071237,0.0,-0.8573088949869205,2.8628015285426094
132,cloud000660.pcd,5.096478348350086,0.022690284821974785,0.0,0.1034207787450397,5.925574136047065,0.5280565946853452,3.014031858798642,True,0.0,0.0,0.0,0.0,5.749184877349551e-05,40.0,2.3134790879171954,-1.7272204178748345,0.0,-0.8653971248503787,3.014031858798642
133,cloud000665.pcd,5.114691029379138,0.008679419017651804,0.0,0.09715516142951593,5.566580707823465,0.5369216747496494,3.2922945450612078,True,0.0,0.0,0.0,0.0,5.707593794163296e-05,40.0,2.517560553679293,-1.9367386391708215,0.0,-0.8661037313974296,3.2922945450612078
134,cloud000670.pcd,5.132364146337923,-0.0046301753054031145,0.0,0.09029827978003493,5.173710328687501,0.5270042583872769,2.892232475743997,True,0.0,0.0,0.0,0.0,5.6618844275027276e-05,40.0,2.206789988797895,-1.6619297872342174,0.0,-0.8561985875912588,2.892232475743997
135,cloud000675.pcd,5.151117063911364,-0.01943964102202026,0.0,0.08294374991055581,4.752326806863447,0.5338867740922727,2.9538178423925703,True,0.0,0.0,0.0,0.0,5.613961256721081e-05,40.0,2.2155640019982306,-1.7496647656059992,0.0,-0.8689011492012123,2.9538178423925703
136,cloud000680.pcd,5.169032926842033,-0.03384110149097461,0.0,0.07623809259359245,4.368120943740427,0.5320394916668999,3.0878189476839792,True,0.0,0.0,0.0,0.0,5.570427515100309e-05,40.0,2.310367928210889,-1.8571627007656903,0.0,-0.8647384534386163,3.0878189476839792
137,cloud000685.pcd,5.187311993346031,-0.04858195872851442,0.0,0.0693807656292908,3.9752250499446857,0.5340262178503207,3.1105478153568384,True,0.0,0.0,0.0,0.0,5.5266186521641125e-05,40.0,2.324237796697364,-1.8743439409072702,0.0,-0.8719295655090415,3.1105478153568384
138,cloud000690.pcd,5.206643519291945,-0.06417454085743539,0.0,0.06274514007585137,3.5950317113034456,0.5353723382245825,3.3593927221324433,True,0.0,0.0,0.0,0.0,5.4843268593195485e-05,40.0,2.526210518554824,-2.0376117796244393,0.0,-0.8671321196882978,3.3593927221324433
139,cloud000695.pcd,5.228028455981996,-0.08195139669103453,0.0,0.05629694655234441,3.2255774369229053,0.5384545200410026,3.7534933557913197,True,0.0,0.0,0.0,0.0,5.442616603398386e-05,40.0,2.8118260162818762,-2.3374128455503738,0.0,-0.847849052359016,3.7534933557913197
140,cloud000700.pcd,5.250067188662858,-0.10069406447924402,0.0,0.04993057498177233,2.8608112151170517,0.5344788976418009,3.9076395826393617,True,0.0,0.0,0.0,0.0,5.401357218510193e-05,40.0,2.90717791367043,-2.4723867123476357,0.0,-0.8398021378179611,3.9076395826393617
141,cloud000705.pcd,5.271930951754688,-0.1195899025849308,0.0,0.04358356678087555,2.4971544326707447,0.5302597835377432,3.98610713191613,True,0.0,0.0,0.0,0.0,5.3612661513414434e-05,40.0,2.9456435812247994,-2.545783358249086,0.0,-0.8551146428191843,3.98610713191613
142,cloud000710.pcd,5.295445718418888,-0.1396516258904934,0.0,0.03697910914181336,2.1187468839795454,0.5381405401429387,4.155886433803467,True,0.0,0.0,0.0,0.0,5.3204911265321625e-05,40.0,3.091817190487018,-2.637797001037893,0.0,-0.8683809605214501,4.155886433803467
143,cloud000715.pcd,5.314608345548179,-0.15591556463140624,0.0,0.03166423941167278,1.8142272797806553,0.5279972760436582,4.235289207175246,True,0.0,0.0,0.0,0.0,5.288218769121197e-05,40.0,3.1591924433633647,-2.681308362519787,0.0,-0.8762209991163157,4.235289207175246
144,cloud000720.pcd,5.339664233950813,-0.17761602744290422,0.0,0.025043898949974382,1.434909712385646,0.5349113853910185,4.393701392816007,True,0.0,0.0,0.0,0.0,5.2475356797803123e-05,40.0,3.2569065317217047,-2.8207492760352806,0.0,-0.8605494143907494,4.393701392816007
145,cloud000725.pcd,5.366023623206187,-0.2007304788143796,0.0,0.018534481441034936,1.061947562034854,0.5409183188325479,4.655902920919591,True,0.0,0.0,0.0,0.0,5.207346960749345e-05,40.0,3.4418075278315943,-3.018108346945975,0.0,-0.8499499729303935,4.655902920919591
146,cloud000730.pcd,5.390660158536215,-0.2223221431444787,0.0,0.012602534620622064,0.7220720449291483,0.544207101942539,4.75904794450974,True,0.0,0.0,0.0,0.0,5.1709190488036426e-05,40.0,3.52177713724096,-3.0865147543715286,0.0,-0.8479680446786364,4.75904794450974
147,cloud000735.pcd,5.419309139496035,-0.24726715344710032,0.0,0.006191849465839114,0.35476684177291445,0.5314147517264918,5.023574734299595,True,0.0,0.0,0.0,0.0,5.1312649046897824e-05,40.0,3.7358405979688856,-3.2528410813628406,0.0,-0.8359563607383769,5.023574734299595
148,cloud000740.pcd,5.447573978320801,-0.27233029218827326,0.0,0.0001688942662525202,0.009676928640228217,0.5406454306520833,5.25823093928748,True,0.0,0.0,0.0,0.0,5.093934980393416e-05,40.0,3.8852041174458227,-3.445107557025985,0.0,-0.8278982408391538,5.25823093928748
149,cloud000745.pcd,5.4774561886111615,-0.29924376897887206,0.0,-0.005502275278299424,-0.3152571511657275,0.5412674307979597,5.765917527441807,True,0.0,0.0,0.0,0.0,5.0580548721603996e-05,40.0,4.242407391482569,-3.820933316427477,0.0,-0.8051416331113584,5.765917527441807
150,cloud000750.pcd,5.5066704870461285,-0.32585140415673935,0.0,-0.010994122422915368,-0.6299168142831933,0.5374220648946684,5.944887269369757,True,0.0,0.0,0.0,0.0,5.0241113321733123e-05,40.0,4.353332760056854,-3.9649040398933524,0.0,-0.8183608496059458,5.944887269369757
151,cloud000755.pcd,5.540285902017878,-0.35663493664808055,0.0,-0.017086522017719093,-0.9789855981726596,0.537375141067793,6.04481758216922,True,0.0,0.0,0.0,0.0,4.985890118233296e-05,40.0,4.418687162938654,-4.046441192640532,0.0,-0.8008352091942209,6.04481758216922
152,cloud000760.pcd,5.575111898120105,-0.388897492762207,0.0,-0.023140762738043334,-1.325868039603482,0.5459348414794956,6.39442241556295,True,0.0,0.0,0.0,0.0,4.94857414203688e-05,40.0,4.653197038316353,-4.31068877737474,0.0,-0.808923739219773,6.39442241556295
153,cloud000765.pcd,5.6063391134922,-0.41794475687057275,0.0,-0.02839401219043398,-1.626857061954877,0.53863550810086,6.669181570882452,True,0.0,0.0,0.0,0.0,4.916689632141158e-05,40.0,4.846560010106294,-4.508224859409114,0.0,-0.8153204957820476,6.669181570882452
154,cloud000770.pcd,5.6400963446098675,-0.4491914676642893,0.0,-0.03420625889291981,-1.959874267496145,0.5310704091644752,6.3655870088252255,True,0.0,0.0,0.0,0.0,4.880878155122281e-05,40.0,4.634654645727196,-4.289976059914419,0.0,-0.7979847662236143,6.3655870088252255
155,cloud000775.pcd,5.672756555077633,-0.4800532649240889,0.0,-0.03990685607810477,-2.2864944269114003,0.5349909762704312,6.3877372224582585,True,0.0,0.0,0.0,0.0,4.846268190717019e-05,40.0,4.60591366211507,-4.352292027530802,0.0,-0.8039280237759614,6.3877372224582585
156,cloud000780.pcd,5.710407075244708,-0.516092440052928,0.0,-0.045986372153798694,-2.6348250395305985,0.5381878110269588,6.967688959154529,True,0.0,0.0,0.0,0.0,4.809771881080224e-05,40.0,4.99953338194608,-4.785566263490734,0.0,-0.8072861525320842,6.967688959154529
157,cloud000785.pcd,5.74699810768432,-0.5509863491504936,0.0,-0.051755001080625966,-2.9653431306148827,0.5379672493176268,7.063815860188753,True,0.0,0.0,0.0,0.0,4.775120915516126e-05,40.0,5.07906536386125,-4.843493973548311,0.0,-0.8007219645297249,7.063815860188753
158,cloud000790.pcd,5.783986346780291,-0.5868031596447014,0.0,-0.05754802568795291,-3.2972589912301475,0.5336179450761726,7.210703480478985,True,0.0,0.0,0.0,0.0,4.740809305238344e-05,40.0,5.147625331433016,-4.984598496639444,0.0,-0.8062108644025365,7.210703480478985
159,cloud000795.pcd,5.819163955199965,-0.6209293441606242,0.0,-0.06286749826089062,-3.6020423188950756,0.5316286591982784,7.525819002382894,True,0.0,0.0,0.0,0.0,4.70975414396446e-05,40.0,5.370132582740443,-5.209624634148697,0.0,-0.812058416425792,7.525819002382894
160,cloud000800.pcd,5.85318494868954,-0.6537239737174058,0.0,-0.06779029102075505,-3.8840975674528657,0.536061216937597,7.773638948793669,True,0.0,0.0,0.0,0.0,4.680969951826452e-05,40.0,5.566614980343365,-5.365953708010655,0.0,-0.8054818249380125,7.773638948793669
161,cloud000805.pcd,5.890634123087135,-0.690222893778869,0.0,-0.07313263453633219,-4.190191303604519,0.5375282784080754,8.034826575902565,True,0.0,0.0,0.0,0.0,4.650345962091515e-05,40.0,5.7242201843573675,-5.578970919489595,0.0,-0.8165934516730359,8.034826575902565
162,cloud000810.pcd,5.93007225874791,-0.7288766870655242,0.0,-0.07853102000704251,-4.499496007260964,0.5386117679440021,8.37596335476779,True,0.0,0.0,0.0,0.0,4.619540418268538e-05,40.0,5.953505514150009,-5.835102689800697,0.0,-0.8149299435405659,8.37596335476779
163,cloud000815.pcd,5.9697282732411105,-0.767750623277815,0.0,-0.08388385456107418,-4.8061908356387715,0.5387948563636121,8.702232032497932,True,0.0,0.0,0.0,0.0,4.5899249724648995e-05,40.0,6.185710088130631,-6.063718264853508,0.0,-0.8349573986222267,8.702232032497932
164,cloud000820.pcd,6.0085457127361614,-0.8061051827391167,0.0,-0.08905153843699781,-5.102277311587002,0.5412331565092966,8.779160134400232,True,0.0,0.0,0.0,0.0,4.561267107172346e-05,40.0,6.2171111901319955,-6.142975011266334,0.0,-0.8276709043667145,8.779160134400232
165,cloud000825.pcd,6.051014411819532,-0.8483291933916205,0.0,-0.0945645771291008,-5.4181511609368265,0.5391594133578955,8.93402566128693,True,0.0,0.0,0.0,0.0,4.530562494505725e-05,40.0,6.308859271861506,-6.2725100332668084,0.0,-0.8189792957991576,8.93402566128693
