scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence
124,cloud000620.pcd,-0.143783499396126,-4.970663089655915,0.24101423078062317,-2.511032353235574,-143.8715560612017,0.26686779604454985
125,cloud000625.pcd,-0.07868899020984374,-4.949080447567294,0.2409571513609282,-2.573244646611326,-147.43605790546198,0.2668793593531575
126,cloud000630.pcd,-0.05976642732933259,-4.97837866910056,0.24310744457241346,-2.693928420121992,-154.35072878333585,0.26504994830575346
127,cloud000635.pcd,-0.04452740680518788,-4.977761003813527,0.24489842856630298,-2.749880376262781,-157.55653972570417,0.2680437139024089
128,cloud000640.pcd,0.043617532699833234,-4.934506695419002,0.25303895342531646,-2.8017246510394234,-160.5269978623223,0.26812693223238937
129,cloud000645.pcd,0.013442080514585265,-4.940185896747338,0.26153250144668194,-2.863111805098126,-164.04422270620535,0.26904772326327847
130,cloud000650.pcd,-0.007077147699032043,-4.944657978585507,0.26484900642446735,-2.9659846159085794,-169.93840059229214,0.26620901351105986
131,cloud000655.pcd,0.026420821248840192,-4.929817262341496,0.2780508358273391,-3.087131205666516,-176.8795888878247,0.26930406178562627
132,cloud000660.pcd,0.07117282555033082,-4.92021558491564,0.27386267961754385,3.116551268074859,178.56523429683423,0.27046303606467353
133,cloud000665.pcd,0.11474536241349545,-4.931555831569352,0.27556553069005985,3.0392203955403554,174.13450167454306,0.24272772073267646
134,cloud000670.pcd,0.06779567202014938,-4.936099787883226,0.2726158660518136,3.0290844732950806,173.55375610841602,0.24087365044809061
135,cloud000675.pcd,-0.07904007114547598,-4.98922537292487,0.26501298497905734,3.029036015471007,173.55097967961225,0.23979315714909752
136,cloud000680.pcd,-0.5934827425485494,-5.056215044672787,0.25527512119185275,3.033752865320367,173.82123526857748,0.24178361426817807
137,cloud000685.pcd,-0.7869103748250517,-5.0451737082271,0.25604748290738427,3.071313523828797,175.97330247684266,0.27026374304423884
138,cloud000690.pcd,-0.8483282874574112,-5.025051459725679,0.25421636768925715,3.0508234712683984,174.7993089431306,0.2685252540336071
139,cloud000695.pcd,-1.2311546251292174,-5.060305552668581,0.24732023287631733,3.0066531218758294,172.26853434331815,0.2706843445899903
140,cloud000700.pcd,-1.3688937857475816,-5.040195038090807,0.2416260896044985,2.996092645640595,171.66346362539102,0.2697621085432695
141,cloud000705.pcd,-1.209281439362953,-5.016045150449592,0.24153074751004933,2.936480906802825,168.2479625805507,0.2713126619090311
142,cloud000710.pcd,-1.2302714677323283,-5.028325928294589,0.2420221590365143,2.882152428410334,165.13517006129328,0.26995169112608536
143,cloud000715.pcd,-1.2847842529129372,-5.029131949465482,0.24090623606636005,2.8285736560124084,162.06533253140012,0.2675162622965322
144,cloud000720.pcd,-1.1995844431190288,-5.0263717564820904,0.23957874077868813,2.774188500842485,158.94929267199942,0.2670581862024522
145,cloud000725.pcd,-1.0966628287819293,-5.0233368986198395,0.24095280088160875,2.688204275869934,154.02275947636886,0.26663447673379015
146,cloud000730.pcd,-0.9513372985868258,-5.037041842788082,0.24888599947675458,2.6060449795640284,149.3153785502757,0.26843024100953344
147,cloud000735.pcd,-0.9521990411638043,-5.058420634936329,0.250556769661735,2.5077130356267086,143.68137317135026,0.2673238737880518
148,cloud000740.pcd,-0.9133834136075798,-5.050615008577765,0.25346860061859294,2.4486744516039627,140.29871147841843,0.2702361414332064
149,cloud000745.pcd,-0.7969264748708245,-5.052037161805884,0.2591045517309453,2.367948779854925,135.6734711888401,0.26854155976673305
150,cloud000750.pcd,-0.7320933854183114,-5.042742781680825,0.2626861470782681,2.316843837656112,132.7453736885881,0.2703475094325051
151,cloud000755.pcd,-0.7779101213090577,-5.030914705751201,0.26725645351046345,2.253026486989782,129.08890883570098,0.2687844396665449
152,cloud000760.pcd,-0.745970955972651,-5.029277800200529,0.2760352065734193,2.207527828545043,126.48202773331019,0.2672395283911751
153,cloud000765.pcd,-0.7887268645849889,-4.991067663655253,0.273902607028911,2.2007685996071253,126.09475244240481,0.26868447187487765
154,cloud000770.pcd,-0.861707419206832,-4.873727010466787,0.29800089805830227,2.1997480448608115,126.03627896267898,0.26733019130389485
155,cloud000775.pcd,-0.9794974175109927,-4.740122747383112,0.29738724950692985,2.1907508957097708,125.52078028867463,0.2698250717646142
156,cloud000780.pcd,-1.2669485005531107,-4.597341162241294,0.3017707311629158,2.2053323330978083,126.35623511024345,0.2689351721347673
157,cloud000785.pcd,-1.4606743589547708,-4.466899847484354,0.3116600942473349,2.191179425795733,125.54533325399464,0.26886641442843245
158,cloud000790.pcd,-1.5335185911155473,-4.348435751461283,0.3206598570088092,2.1892405436986744,125.43424349285971,0.26786344838307075
159,cloud000795.pcd,-1.5752094518382922,-4.261072758379229,0.3271278576086104,2.152962235050472,123.35564951944477,0.26961573211896067
160,cloud000800.pcd,-1.5197040137355489,-4.169944896360148,0.3406307858585488,2.1250234673569643,121.75487604581032,0.2709150310119794
161,cloud000805.pcd,-1.6440252012700387,-4.055923363395661,0.33734596930663546,2.1234802405289095,121.66645566173142,0.2693637183296684
162,cloud000810.pcd,-1.834615222107277,-3.8997429765918312,0.3486458869115829,2.0740733473839916,118.83564920567379,0.2715736281783833
163,cloud000815.pcd,-1.9440966932802357,-3.7563131010308446,0.3634486489806008,2.0486006137337363,117.37616907485328,0.26996509205442015
164,cloud000820.pcd,-2.1192187341483244,-3.576846362677923,0.36782315428125056,2.0469364984433325,117.28082229208995,0.27069821799689914
165,cloud000825.pcd,-2.225470287308101,-3.49051085043763,0.3790171986221493,2.055761002195717,117.78642911339894,0.26975589201204125
166,cloud000830.pcd,-2.198867839765736,-3.4738752998394067,0.37139922246152635,2.0877183606409786,119.6174508766992,0.2711907617215004
167,cloud000835.pcd,-2.230095605550068,-3.490164311896344,0.38119524866404236,2.172387366610697,124.46862757433203,0.2690962987808066
168,cloud000840.pcd,-2.250725062575044,-3.4916470253219725,0.3773868323884858,2.2273158373709965,127.61579712400494,0.267099147235505
169,cloud000845.pcd,-2.2878757123368367,-3.4961942305493983,0.37395867690382456,2.3188024465735713,132.85759371327518,0.26836698059625236
170,cloud000850.pcd,-2.2229174571486516,-3.473765379486767,0.38021274830663554,2.3579257842457784,135.09919584235783,0.2672396973345784
171,cloud000855.pcd,-2.3285007383625635,-3.4547612635088214,0.37088716954046214,2.4442230688754756,140.04366603507867,0.2699098321299839
172,cloud000860.pcd,-2.2011903874454197,-3.4707919015574973,0.39084835209465646,2.5045257396329172,143.49875456284704,0.2712216286991447
173,cloud000865.pcd,-2.1266860139444828,-3.471240328667238,0.3891964006606386,2.546235507470249,145.8885482243967,0.26722404650371173
174,cloud000870.pcd,-2.1231873040328564,-3.471130868435715,0.3977786151379933,2.6076472740113155,149.4071832596425,0.2684675203361417
175,cloud000875.pcd,-2.0864804681033076,-3.4702163932351473,0.4034197934750868,2.644835039090202,151.53788524818665,0.2693808624378808
176,cloud000880.pcd,-2.1775366835724044,-3.4545304675239206,0.40613916758365304,2.737451260661779,156.84440385868652,0.2662059449483636
177,cloud000885.pcd,-2.2966306309131737,-3.455446974041103,0.3964346645356475,2.777239693376231,159.1241131266649,0.26972754372170604
178,cloud000890.pcd,-2.5225744424322873,-3.4464527306644026,0.3966623071797636,2.8191316652074185,161.52434630807286,0.26954895287910424
179,cloud000895.pcd,-2.6434454698633276,-3.4241439364350863,0.3963678725163008,2.859248225867855,163.82285592249644,0.2684715158739465
180,cloud000900.pcd,-2.7907748816367155,-3.384511024533954,0.39429526992233843,2.839697538639959,162.70268405775766,0.27072932771702024
181,cloud000905.pcd,-2.8795656331258583,-3.367261970656542,0.3866706225773906,2.8128655579094852,161.16532480592517,0.27138921287010287
182,cloud000910.pcd,-2.9827142145540577,-3.3970957672797453,0.38132615139273135,2.7678041487004106,158.58349623933324,0.27050282953102983
183,cloud000915.pcd,-3.0481211112467372,-3.4125409116759924,0.3774720930044094,2.7400435579633897,156.992931553312,0.2709261695059457
184,cloud000920.pcd,-3.2164106402910773,-3.392643256005276,0.35134366653439303,2.6945569142941324,154.38673884684806,0.27083030244734513
185,cloud000925.pcd,-3.2407394795282185,-3.376421560137774,0.36792370017283604,2.6655040747003302,152.72213375525263,0.2693996215910894
186,cloud000930.pcd,-3.410161382169238,-3.3108337022835097,0.36188365059217154,2.6652392494280184,152.70696038484076,0.26910354663111197
187,cloud000935.pcd,-3.3870274342100632,-3.3386733651556804,0.38191892690066387,2.6434093879135503,151.45620145270667,0.2659376523833164
188,cloud000940.pcd,-3.615686704346704,-3.2380228312307953,0.3639970883362915,2.6211244318808165,150.17936752539643,0.2643196097043733
189,cloud000945.pcd,-3.8171096313903017,-3.1463193934642737,0.3579336004453329,2.6143690433284705,149.79231227237602,0.2633957569100377
190,cloud000950.pcd,-4.071311801990359,-3.022313893381649,0.31510262242321013,2.5907156659573203,148.43707357777885,0.2669293815886376
191,cloud000955.pcd,-4.224422033063189,-2.9467860204530902,0.3144085885685089,2.5788912424826087,147.75958401750248,0.2665683133348514
192,cloud000960.pcd,-4.216425282761095,-2.904237640834501,0.32079056365576947,2.573415068168656,147.44582234143502,0.2702873733841867
193,cloud000965.pcd,-4.465077055105905,-2.790947170613415,0.2853157250869285,2.5185846535563208,144.3042709951958,0.26327750226362384
194,cloud000970.pcd,-4.740522585470674,-2.6412906652517627,0.2632179494579515,2.490052111846593,142.6694767764474,0.2670146181125688
195,cloud000975.pcd,-4.770813077419195,-2.6192168854757827,0.24708789128223652,2.459587363253755,140.92397525815068,0.26702423003211484
196,cloud000980.pcd,-4.853400244031452,-2.543690028173453,0.22853518638224982,2.456567173680245,140.75093114225913,0.2680486611671215
197,cloud000985.pcd,-5.265633884971682,-2.2755932654655555,0.18036043873164748,2.492058600988787,142.78444013593392,0.2622450858037307
198,cloud000990.pcd,-5.662271912185033,-1.9862509960038446,0.1163627783728466,2.4837917986304765,142.31078725073394,0.24435432657171305
199,cloud000995.pcd,-5.499541394477129,-2.0572396369971364,0.12935518366034615,2.479698867517661,142.07627957213185,0.2633316027088634
200,cloud001000.pcd,-5.581621063691287,-2.0113546750116407,0.12347630770102726,2.5071914744278705,143.65148991589905,0.2549747930795202
201,cloud001005.pcd,-5.92884088802566,-1.8106568780510772,0.10406018230974731,2.4998102736404366,143.22857826304045,0.2588344895225919
202,cloud001010.pcd,-5.749520993273999,-1.8538006251702792,0.08225087170489581,2.5032526174170684,143.42581003307458,0.2597016354636553
203,cloud001015.pcd,-5.963799454624314,-1.730324344815537,0.08390300054315179,2.5287935866373608,144.88919977407087,0.2658026770262768
204,cloud001020.pcd,-5.96000466784622,-1.7689639727232647,0.09552785128316757,2.584486835448372,148.08018787831378,0.2679442577477889
205,cloud001025.pcd,-5.803965414372835,-1.747232612832009,0.06883461616276171,2.5949718462752203,148.6809347468412,0.2674628537842939
206,cloud001030.pcd,-5.903592291158091,-1.6772899871611109,0.056810420090587274,2.6006533214131915,149.00645929365544,0.265794149593866
207,cloud001035.pcd,-6.022455889217855,-1.588499710919922,0.035614649667870785,2.5783907338971987,147.7309069879484,0.2639333376931056
208,cloud001040.pcd,-6.325927176059756,-1.482992985054029,0.038822477399097395,2.596777427355227,148.78438692229423,0.26646899170287214
209,cloud001045.pcd,-6.497428959316249,-1.4024291899232662,0.028494216503004696,2.623601058699582,150.3212677895406,0.26804052550345664
210,cloud001050.pcd,-6.659216405509163,-1.2977178036175598,0.01776311309286041,2.634919459717228,150.96976439868828,0.26746225361920684
211,cloud001055.pcd,-6.797064835172021,-1.2897825863445893,0.05061454036875945,2.64906409157917,151.78019210714385,0.2673990001552707
212,cloud001060.pcd,-6.973152507741797,-1.2292825958082902,0.06395314959132761,2.6507001430085486,151.87393094911357,0.268941891974851
213,cloud001065.pcd,-7.210115909790499,-1.1043233887709571,0.05051939500516464,2.6429604283851065,151.43047796655466,0.27053970094652063
214,cloud001070.pcd,-7.396818971776879,-1.0679620036644766,0.07770795408197088,2.6609809066369925,152.46297531519502,0.2700835872372028
215,cloud001075.pcd,-7.943931075078217,-0.7385856876683752,0.0323637436578217,2.6067352981671883,149.35493089275613,0.2696645492063629
216,cloud001080.pcd,-8.096739829094382,-0.6996077622197437,0.05530177666376826,2.628430551453511,150.59797734152974,0.2688336920641044
217,cloud001085.pcd,-8.263939634727429,-0.6077850254188776,0.044036012651155,2.6269837357911867,150.51508091034515,0.2700158367628361
218,cloud001090.pcd,-8.404595812585653,-0.5457972000613494,0.03667004918367256,2.640251717096855,151.2752802418184,0.2702048629838637
219,cloud001095.pcd,-8.374385239907864,-0.5474440149668213,0.006783646473866006,2.6245163190698397,150.37370834591195,0.26847586712010724
220,cloud001100.pcd,-8.493468626661983,-0.5377344712933548,0.03806908643395635,2.6233739291846745,150.30825422693354,0.2701126165042974
221,cloud001105.pcd,-8.54181999312254,-0.5174351898425432,0.021029138841205424,2.6189237695060807,150.05327885919084,0.2686044501669292
222,cloud001110.pcd,-8.628429427684297,-0.4521075425710488,0.02673420621432214,2.6286171305658046,150.60866753720947,0.26990057819016433
223,cloud001115.pcd,-8.565597890545957,-0.5301406752080753,0.05086385192393854,2.6240775711656372,150.34856994273093,0.2707978053714874
224,cloud001120.pcd,-8.36610409946618,-0.629247284772256,0.032727672385278676,2.6114144317570167,149.6230254992312,0.27029713843258535
225,cloud001125.pcd,-8.303600653172257,-0.6713915464609568,0.03784649880923559,2.612839236716999,149.70466081006748,0.26971089022140926
226,cloud001130.pcd,-8.324208493538801,-0.6965469077191804,0.05287411582263519,2.608859492219196,149.47663824680296,0.270158614744989
227,cloud001135.pcd,-8.357837113033247,-0.6834773612837504,0.05724809400001203,2.605253325237672,149.2700200985422,0.2701407925523906
228,cloud001140.pcd,-8.171158174779313,-0.7639067023407948,0.026621680362913794,2.599482539290872,148.93937841931717,0.2697408501311607
229,cloud001145.pcd,-7.9777033308596845,-0.9017754626948749,0.05104141057235877,2.5730789845241118,147.42656616703928,0.26958940242832125
230,cloud001150.pcd,-7.86544524338693,-0.9483209315840446,0.04319814413664128,2.5782563890679535,147.72320959623326,0.2699655996557108
231,cloud001155.pcd,-7.827467849211525,-1.012229471801002,0.0735122730726699,2.5669764410903566,147.07691618398982,0.2702068125970939
232,cloud001160.pcd,-7.605897799632125,-1.162672922872576,0.11559992604812258,2.5834754435123592,148.0222393889467,0.2659799455071033
233,cloud001165.pcd,-7.64519303726625,-1.1598681787305505,0.1204302242519977,2.5896310190740444,148.37492788910512,0.26991192437858064
234,cloud001170.pcd,-7.747788611501474,-1.0851065950281873,0.1276782973615772,2.587001554497204,148.22427066647302,0.26888190303686776
235,cloud001175.pcd,-7.731738435216912,-1.0855686009474514,0.132033459874256,2.592040628509049,148.51298834000582,0.2697243880446692
236,cloud001180.pcd,-7.574351516114277,-1.2387916818797595,0.20844227660162518,2.6098216759670563,149.53176731467144,0.26769600333216
237,cloud001185.pcd,-7.626111629323602,-1.208514822847951,0.20389456241233253,2.615321569935944,149.84688802685815,0.2692645926166836
238,cloud001190.pcd,-7.52258095888821,-1.2807266297217912,0.20787980256453456,2.6109180042270017,149.59458229692723,0.2683376636024856
239,cloud001195.pcd,-7.420251492440777,-1.3898243397913184,0.26089638842285845,2.6070259515717913,149.371584106141,0.2690685406377549
240,cloud001200.pcd,-7.561707174429941,-1.324998857210185,0.2697077592397784,2.5984573473236625,148.88063924640534,0.2686929601079571
241,cloud001205.pcd,-7.693278388401719,-1.2649664921097252,0.2825272850138686,2.5998235354524173,148.95891606020388,0.26916770559742714
242,cloud001210.pcd,-7.840890583123726,-1.1857635749547255,0.2850491225469629,2.5929387417529615,148.56444643840678,0.27104883124309015
243,cloud001215.pcd,-7.9697085447980305,-1.1626398127036524,0.3648545925257781,2.610272658836655,149.55760672973216,0.2710406347861639
244,cloud001220.pcd,-8.082130982656972,-1.0849557456816112,0.3175950608787826,2.6019008280659186,149.07793615977118,0.2716940773717865
245,cloud001225.pcd,-8.057260547594085,-1.0898708535562762,0.3093268161086294,2.588798507810643,148.32722850731514,0.27151517761905153
246,cloud001230.pcd,-8.174347186347221,-1.011328046601936,0.3071664204987324,2.597463800110939,148.8237131843693,0.27023476123186807
247,cloud001235.pcd,-8.18977388471663,-0.9797713121831207,0.28843064451583095,2.5991430001449185,148.91992425927455,0.27011462476023496
248,cloud001240.pcd,-8.084386545816765,-1.006976528428965,0.2768539304129827,2.608366941182907,149.4484171512288,0.269503663084736
249,cloud001245.pcd,-8.084386545816765,-1.006976528428965,0.2768539304129827,2.608366941182907,149.4484171512288,0.2684841402359622
